src,dest
16,4047
16,5357
16,5434
16,5688
16,6504
16,6907
16,6911
16,7197
16,7200
16,7509
16,7737
16,7739
16,8814
16,9357
16,9806
16,9973
17,1114
17,1565
17,1648
17,1777
17,1788
17,1808
17,1843
17,1874
17,1967
17,2097
17,2308
17,2401
17,2459
17,2609
17,2659
17,2754
17,2850
17,3317
17,3685
17,3707
17,3997
17,4076
17,4133
17,4761
17,5058
17,5640
17,5709
17,6074
17,6297
17,6795
17,6841
17,6867
17,6912
17,6951
17,6952
17,7609
17,7665
17,8046
17,8150
17,8391
17,8884
17,9005
17,9311
17,9624
17,9834
18,133
18,293
18,491
18,769
18,980
18,986
18,1235
18,1725
18,1799
18,1827
18,1860
18,2108
18,2541
18,2971
18,3120
18,3383
18,3485
18,4311
18,4543
18,4555
18,4816
18,4843
18,5203
18,5209
18,5272
18,5763
18,5809
18,5816
18,5965
18,6160
18,6566
18,6599
18,6831
18,7091
18,7625
18,8110
18,8112
18,8551
18,8572
18,8592
18,9128
18,9201
18,9747
18,9918
18,9921
19,21
19,282
19,378
19,441
19,674
19,698
19,717
19,742
19,767
19,787
19,1021
19,1537
19,2079
19,2085
19,2232
19,2363
19,2761
19,3029
19,3164
19,3195
19,3472
19,3714
19,3809
19,3858
19,4064
19,4152
19,4294
19,4592
19,4780
19,4875
19,4928
19,4954
19,5374
19,5419
19,5637
19,6068
19,6300
19,6420
19,7079
19,7186
19,7482
19,7490
19,7540
19,8319
19,8490
19,8646
19,9058
19,9313
19,9364
19,9715
19,9918
20,21
20,214
20,282
20,342
20,1828
20,1859
20,2111
20,2217
20,2226
20,2505
20,2849
20,2891
20,3076
20,3154
20,3481
20,3504
20,3582
20,3666
20,3828
20,4087
20,4373
20,4472
20,4516
20,4664
20,5152
20,5403
20,5553
20,6664
20,6903
20,6912
20,7376
20,7383
20,7528
20,7681
20,7879
20,7954
20,8107
20,8651
20,8953
20,9318
20,9397
20,9972
21,1059
21,1173
21,1179
21,1305
21,1396
21,1634
21,1774
21,2541
21,2582
21,2679
21,2963
21,3056
21,3059
21,3092
21,3178
21,3251
21,3398
21,3503
21,3707
21,3856
21,3858
21,4042
21,4521
21,5058
21,5074
21,5388
21,5407
21,5435
21,5641
21,6024
21,7064
21,7824
21,8107
21,8282
21,8456
21,8568
21,8668
21,9083
21,9248
21,9263
21,9309
21,9374
21,9384
21,9560
21,9593
21,9946
22,533
22,1364
22,1476
22,1684
22,1734
22,2075
22,2886
22,3231
22,4008
22,4234
22,4549
22,6087
22,6425
22,6769
22,6870
22,7065
22,7196
22,7310
22,7314
22,7980
22,8090
22,9278
22,9695
23,646
23,694
23,1200
23,1360
23,1450
23,2835
23,3572
23,3723
23,3854
23,4257
23,4299
23,4626
23,5436
23,5820
23,5894
23,5925
23,6046
23,7073
23,7435
23,8472
23,8971
23,9153
23,9812
24,268
24,753
24,795
24,832
24,1105
24,1378
24,1830
24,2139
24,2371
24,2438
24,2580
24,2661
24,2908
24,3574
24,3750
24,3919
24,4225
24,4232
24,4441
24,4552
24,5464
24,5489
24,5632
24,5749
24,5764
24,5825
24,6243
24,6250
24,6411
24,6540
24,6612
24,6705
24,6741
24,7290
24,7698
24,8097
24,8138
24,8295
24,8517
24,8635
24,8739
24,9173
24,9311
24,9569
24,9644
24,9737
24,9815
25,313
25,486
25,1080
25,1822
25,1983
25,3684
25,3966
25,4287
25,5612
25,6304
25,6666
25,6807
25,6940
25,7235
25,7273
25,7347
25,7427
25,8050
25,8197
25,8404
25,8443
25,9056
25,9138
25,9183
25,9198
26,38
26,373
26,650
26,2731
26,2846
26,3381
26,4072
26,4130
26,4698
26,6954
26,6998
26,7542
26,7704
26,7771
26,8209
26,8558
26,8676
26,9960
26,9990
27,542
27,2591
27,2691
27,3215
27,3861
27,4096
27,4185
27,4498
27,4743
27,4935
27,5035
27,5082
27,5243
27,5246
27,5589
27,5753
27,6377
27,6980
27,7063
27,7134
27,7488
27,8020
27,8090
27,8200
27,8255
27,8256
27,8734
27,9565
28,3302
29,481
29,688
29,894
29,951
29,1233
29,1580
29,2112
29,2159
29,2652
29,3062
29,3217
29,3701
29,3989
29,4351
29,4466
29,4895
29,5010
29,5861
29,6359
29,6390
29,6423
29,7123
29,7611
29,7830
29,8636
29,8759
29,9121
29,9932
29,9938
30,508
30,1291
30,1510
30,1512
30,1567
30,2103
30,2137
30,2168
30,2402
30,2499
30,2544
30,2739
30,3761
30,3862
30,4009
30,4647
30,4877
30,5547
30,5801
30,6574
30,6580
30,6907
30,6915
30,7683
30,8044
30,8811
30,9159
30,9505
31,305
31,450
31,557
31,971
31,1726
31,2285
31,2625
31,2717
31,3688
31,3795
31,3945
31,4519
31,4865
31,4885
31,5596
31,5649
31,6318
31,6324
31,6383
31,6670
31,6844
31,6980
31,7459
31,7722
31,8006
31,8116
31,8595
31,8694
31,9474
32,332
32,820
32,2172
32,2591
32,2697
32,3073
32,3243
32,4512
32,4901
32,6112
32,6681
32,6834
32,7014
32,7573
32,8145
32,8253
32,9025
32,9203
33,437
33,1008
33,1364
33,3567
33,3910
33,4228
33,4492
33,4978
33,5081
33,5129
33,5234
33,6927
33,7314
33,8059
33,8087
33,8325
33,8964
33,9026
33,9754
34,87
34,845
34,1017
34,1030
34,1445
34,1475
34,2000
34,2364
34,2424
34,3694
34,4046
34,4288
34,4289
34,4693
34,4965
34,4971
34,5422
34,5546
34,5843
34,5939
34,6580
34,7071
34,7535
34,8821
34,9414
34,9426
35,58
35,786
35,1051
35,1211
35,1508
35,1913
35,1960
35,2305
35,2317
35,2652
35,2662
35,2710
35,2724
35,2749
35,3363
35,3660
35,3754
35,3964
35,4126
35,4289
35,4582
35,5194
35,5226
35,5338
35,5344
35,5357
35,5400
35,5724
35,5889
35,6152
35,6512
35,6883
35,6938
35,7276
35,7505
35,7900
35,8032
35,8520
35,8894
35,8988
35,9037
35,9174
35,9233
35,9442
35,9553
35,9825
35,9905
36,481
36,812
36,874
36,1135
36,2072
36,2311
36,2475
36,3194
36,3310
36,3357
36,4269
36,4418
36,4877
36,5339
36,5871
36,6063
36,6268
36,6359
36,7010
36,7081
36,7445
36,8039
36,8385
36,8830
36,8922
36,9942
37,1230
37,1294
37,1357
37,2273
37,3175
37,4596
37,4743
37,4885
37,6468
37,6914
37,7253
37,7264
37,7778
37,8344
37,8427
37,8690
37,8699
37,8841
37,9102
37,9176
37,9554
38,621
38,650
38,1032
38,2731
38,3381
38,4072
38,4130
38,4698
38,4994
38,6351
38,7704
38,7771
38,7808
38,8538
38,8558
38,8676
38,8862
38,8998
38,9197
38,9819
39,170
39,636
39,782
39,861
39,892
39,1005
39,1526
39,2058
39,2154
39,2189
39,2266
39,2412
39,2447
39,2552
39,3484
39,3571
39,3842
39,4167
39,4190
39,4488
39,4816
39,4876
39,5207
39,5742
39,6270
39,6370
39,6737
39,6856
39,7109
39,7654
39,8004
39,8316
39,8629
39,9052
39,9794
40,358
40,1170
40,1316
40,1408
40,1505
40,1560
40,1856
40,2749
40,2924
40,4269
40,4394
40,4569
40,4734
40,5594
40,5813
40,6234
40,6288
40,7053
40,7171
40,7276
40,7768
40,8634
40,8978
40,9116
40,9599
40,9748
40,9829
41,419
41,947
41,1283
41,1404
41,2214
41,2256
41,2493
41,2737
41,3270
41,3576
41,3813
41,4008
41,4183
41,4337
41,4454
41,4470
41,5354
41,5860
41,6516
41,6557
41,6690
41,6760
41,6990
41,8799
41,8899
41,9653
41,9830
42,239
42,339
42,346
42,1426
42,1604
42,1677
42,2166
42,2422
42,2704
42,2755
42,3065
42,3194
42,3416
42,4480
42,4697
42,4759
42,5497
42,5900
42,6449
42,6609
42,6722
42,6804
42,7493
42,7589
42,8955
43,294
43,780
43,1054
43,1494
43,2096
43,2219
43,2892
43,2921
43,2928
43,3217
43,3332
43,3977
43,4023
43,4111
43,4361
43,4679
43,5158
43,5331
43,5725
43,5801
43,5843
43,6910
43,7265
43,7867
43,9480
44,226
44,360
44,711
44,1256
44,1474
44,1793
44,1869
44,1871
44,2178
44,2222
44,2457
44,2565
44,2694
44,2808
44,2868
44,3485
44,3493
44,3588
44,3984
44,4358
44,4379
44,4520
44,4671
44,4842
44,5079
44,5162
44,5488
44,5571
44,6173
44,6261
44,6625
44,6809
44,7058
44,7153
44,7465
44,7821
44,7894
44,8915
44,8991
44,9452
44,9584
44,9667
44,9881
45,152
45,319
45,402
45,887
45,915
45,1370
45,1412
45,1554
45,1882
45,1914
45,2324
45,2340
45,2398
45,2489
45,2661
45,2779
45,2862
45,3589
45,4903
45,5550
45,5741
45,5806
45,6045
45,6200
45,6345
45,6356
45,7638
45,7677
45,7733
45,7864
45,7994
45,8099
45,8522
45,8580
45,8735
45,8755
45,8787
45,9343
45,9376
45,9676
45,9678
45,9693
45,9727
45,9874
46,179
46,1021
46,1406
46,1545
46,1779
46,1833
46,2040
46,2400
46,2507
46,2718
46,2918
46,3044
46,3078
46,3130
46,3342
46,4010
46,4050
46,4201
46,4712
46,4741
46,5136
46,5600
46,5744
46,6354
46,6705
46,6733
46,6919
46,6997
46,7280
46,7323
46,7564
46,8207
46,8243
46,8953
46,9318
46,9381
46,9473
46,9548
46,9826
47,209
47,7105
47,7166
47,7728
47,9915
48,230
48,730
48,785
48,788
48,1114
48,1198
48,1225
48,1303
48,1830
48,2108
48,2234
48,2679
48,2683
48,2825
48,3751
48,4005
48,4341
48,4422
48,4763
48,4880
48,5057
48,5473
48,5780
48,6061
48,6754
48,6875
48,7064
48,7806
48,7864
48,7965
48,8097
48,8414
48,8524
48,8613
48,8812
48,9209
48,9397
48,9478
48,9692
48,9708
48,9846
48,9902
49,171
49,238
49,346
49,355
49,780
49,951
49,1259
49,1847
49,1897
49,2156
49,2243
49,2402
49,2656
49,2707
49,2732
49,2749
49,3363
49,3928
49,4200
49,4309
49,4357
49,4627
49,4800
49,4847
49,4965
49,5527
49,5800
49,5926
49,6303
49,6453
49,6529
49,7356
49,7431
49,7532
49,7679
49,7774
49,7784
49,7830
49,8509
49,8604
49,8623
49,8677
49,8807
49,9141
50,431
50,1425
50,1864
50,1953
50,2080
50,2216
50,2688
50,2694
50,2787
50,2794
50,2933
50,3239
50,4000
50,4064
50,4073
50,4999
50,5083
50,5092
50,5694
50,6178
50,6248
50,6676
50,6886
50,6902
50,7036
50,7384
50,7627
50,7665
50,7879
50,7886
50,8121
50,8424
50,9105
50,9202
50,9300
50,9902
50,9982
51,557
51,867
51,1476
51,1845
51,1920
51,2203
51,2845
51,3983
51,4164
51,4901
51,5166
51,5246
51,5289
51,5964
51,6570
51,6762
51,6814
51,7425
51,7661
51,9512
51,9824
52,1724
52,1853
52,1920
52,2061
52,3162
52,4411
52,4849
52,5753
52,7139
52,7707
52,8198
52,9616
53,175
53,293
53,595
53,810
53,888
53,1077
53,1225
53,1303
53,1517
53,1533
53,1817
53,1869
53,2448
53,2879
53,2919
53,3041
53,3146
53,3261
53,3278
53,3404
53,3771
53,3979
53,4039
53,4148
53,4303
53,4513
53,4719
53,4751
53,4799
53,4970
53,5139
53,5432
53,6243
53,6418
53,6523
53,6746
53,7067
53,7118
53,7343
53,7368
53,7494
53,7504
53,7514
53,7563
53,7879
53,8299
53,8592
53,8791
53,8860
53,9066
53,9675
53,9855
53,9998
54,93
54,739
54,4487
55,731
55,1253
55,1618
55,1684
55,2003
55,2375
55,2605
55,2734
55,3378
55,3850
55,4602
55,4634
55,4788
55,5129
55,6072
55,6149
55,6407
55,6525
55,6756
55,7014
55,7802
55,8054
55,8354
55,8722
55,8834
55,8980
55,9111
55,9176
55,9438
55,9698
56,82
56,121
56,226
56,230
56,661
56,1044
56,1047
56,1187
56,1323
56,1488
56,1583
56,1675
56,1964
56,2190
56,2616
56,2700
56,2941
56,3064
56,3315
56,3437
56,3478
56,3736
56,4089
56,4615
56,4940
56,5031
56,5070
56,5590
56,5707
56,5793
56,5825
56,6047
56,6198
56,6573
56,7334
56,7468
56,7516
56,7620
56,8025
56,8522
56,8565
56,9173
56,9177
56,9270
56,9321
56,9429
56,9573
56,9693
57,672
57,850
57,2289
57,2516
57,2785
57,2942
57,3531
57,4342
57,4865
57,5020
57,5680
57,6980
57,7055
57,7561
57,7612
57,7805
57,8309
57,9302
57,9310
57,9924
58,288
58,413
58,591
58,646
58,677
58,776
58,1133
58,2805
58,3637
58,4267
58,4316
58,4385
58,4506
58,4569
58,4972
58,4982
58,5010
58,5311
58,5434
58,5691
58,6288
58,6344
58,6904
58,7049
58,7254
58,7296
58,7801
58,7985
58,8302
58,8700
58,8880
58,9001
58,9159
58,9290
58,9504
58,9665
58,9764
58,9922
59,115
59,551
59,931
59,957
59,1071
59,1262
59,1341
59,1419
59,1508
59,1647
59,1988
59,2159
59,2670
59,3505
59,3785
59,4560
59,4819
59,5265
59,5320
59,5382
59,5666
59,5781
59,5813
59,5848
59,5986
59,6581
59,6635
59,7734
59,7867
59,7939
59,8084
59,8293
59,8481
59,8604
59,9001
59,9126
59,9233
59,9856
60,263
60,407
60,810
60,1321
60,1879
60,2062
60,2325
60,2326
60,2353
60,2468
60,2678
60,2868
60,3034
60,4102
60,4193
60,5007
60,5448
60,5492
60,5788
60,6173
60,6236
60,6493
60,6592
60,6648
60,6770
60,7180
60,7368
60,7413
60,7432
60,7529
60,7697
60,7716
60,7755
60,7964
60,8057
60,8286
60,8347
60,8382
60,8617
60,9173
60,9205
60,9492
60,9568
60,9686
60,9772
61,968
61,1102
61,1163
61,1236
61,1320
61,1666
61,2153
61,2515
61,2529
61,2615
61,2918
61,3022
61,3157
61,3227
61,3391
61,3606
61,3992
61,4221
61,4292
61,4303
61,4326
61,4345
61,4502
61,4673
61,4791
61,4880
61,4900
61,4903
61,5259
61,5260
61,5910
61,5945
61,6203
61,6526
61,6642
61,6722
61,7249
61,7433
61,7827
61,7903
61,7920
61,8062
61,8598
61,8762
61,8984
61,9087
61,9130
61,9568
61,9648
62,599
62,640
62,1066
62,1093
62,1895
62,2385
62,2803
62,2812
62,2964
62,3050
62,3143
62,3351
62,3819
62,3914
62,4108
62,4501
62,4551
62,4627
62,4635
62,4645
62,4800
62,4971
62,4982
62,4995
62,5247
62,5602
62,5654
62,7053
62,7495
62,7689
62,7786
62,7891
62,7940
62,7998
62,8339
62,8830
62,8914
62,8945
62,9116
62,9308
62,9341
62,9619
62,9732
63,612
63,1095
63,1898
63,1919
63,2319
63,2896
63,3006
63,3031
63,3092
63,3536
63,4241
63,4422
63,4909
63,5223
63,5390
63,5659
63,5730
63,5769
63,5957
63,6330
63,6511
63,6522
63,6576
63,7581
63,7711
63,7975
63,8617
63,9105
63,9675
63,9696
63,9718
63,9971
64,502
64,574
64,586
64,1193
64,1659
64,1766
64,2013
64,2142
64,2511
64,3264
64,4035
64,5063
64,6518
64,7422
64,7722
64,9149
64,9531
65,457
65,857
65,964
65,1051
65,1239
65,1693
65,1912
65,1936
65,1988
65,2824
65,2951
65,3436
65,4045
65,4150
65,4227
65,4252
65,4749
65,5033
65,5969
65,6031
65,6391
65,6482
65,6622
65,7066
65,7179
65,7400
65,7487
65,7909
65,8084
65,8165
65,8281
65,8576
65,8621
65,9059
65,9537
66,219
66,231
66,248
66,1197
66,1227
66,1326
66,2352
66,2479
66,3581
66,3797
66,4171
66,4376
66,4618
66,5329
66,5416
66,5545
66,6183
66,6702
66,6928
66,7024
66,7493
66,7658
66,7682
66,7791
66,9338
66,9385
66,9909
67,120
67,527
67,572
67,610
67,817
67,852
67,1116
67,1382
67,1386
67,1469
67,1629
67,1682
67,2074
67,2533
67,2909
67,3557
67,3832
67,3998
67,4144
67,4425
67,4472
67,4663
67,4882
67,4952
67,5094
67,5816
67,6159
67,6300
67,6526
67,6653
67,6787
67,7013
67,7408
67,7585
67,7770
67,7952
67,8025
67,8201
67,8452
67,9272
67,9454
67,9842
68,175
68,589
68,634
68,760
68,1307
68,1489
68,1561
68,1609
68,1629
68,1816
68,1835
68,1955
68,2418
68,2679
68,2887
68,3147
68,3252
68,3370
68,3549
68,4215
68,4613
68,4722
68,5016
68,5070
68,5207
68,5629
68,5895
68,6523
68,6608
68,6892
68,7090
68,7755
68,7991
68,8016
68,8208
68,8618
68,8755
68,9388
68,9471
68,9576
69,361
69,508
69,591
69,921
69,1291
69,1550
69,1608
69,2349
69,2798
69,2843
69,2997
69,3550
69,4169
69,4386
69,4611
69,4825
69,4904
69,5249
69,5265
69,5322
69,5331
69,5781
69,5807
69,6146
69,6847
69,6965
69,7754
69,8224
69,8830
69,8978
69,9159
69,9704
70,147
70,159
70,466
70,838
70,1195
70,1503
70,1727
70,1943
70,2366
70,2573
70,2708
70,2831
70,3424
70,3912
70,4073
70,4155
70,4239
70,4341
70,4685
70,4694
70,4806
70,4954
70,5466
70,5525
70,5705
70,5714
70,5744
70,6248
70,6680
70,6788
70,6935
70,6936
70,7051
70,7261
70,7408
70,7622
70,7906
70,7970
70,8316
70,8614
70,8622
70,8630
70,8719
70,8745
70,8784
70,8839
70,8926
70,9132
70,9220
70,9331
70,9350
70,9582
70,9705
70,9717
70,9794
70,9946
71,581
71,4011
71,4775
71,8903
72,170
72,849
72,938
72,1189
72,1241
72,1379
72,1438
72,1532
72,1596
72,1737
72,1759
72,1974
72,2262
72,2513
72,2588
72,2679
72,2829
72,3074
72,3315
72,3670
72,3792
72,4142
72,4333
72,4871
72,5079
72,5083
72,5255
72,5407
72,5610
72,6179
72,6184
72,6260
72,6612
72,7229
72,7307
72,7627
72,7883
72,7919
72,8064
72,8144
72,8439
72,8560
72,8975
72,9036
72,9736
72,9853
72,9897
72,9946
72,9975
73,1042
73,1097
73,4617
73,5418
73,6946
73,7492
74,225
74,988
74,1394
74,1527
74,2170
74,2462
74,3502
74,3779
74,4423
74,5438
74,6225
74,6307
74,6681
74,6807
74,7181
74,8582
74,9035
74,9102
74,9456
74,9891
75,523
75,708
75,778
75,1029
75,2018
75,2049
75,2785
75,3010
75,4109
75,4776
75,6028
75,6133
75,6242
75,6378
75,6778
75,7561
75,8105
75,8341
75,8847
75,9669
76,86
76,107
76,311
76,622
76,632
76,1095
76,1096
76,1108
76,1216
76,1539
76,1549
76,1613
76,1648
76,1673
76,1715
76,1741
76,1767
76,1863
76,2167
76,2485
76,2811
76,3124
76,3131
76,3249
76,3385
76,3596
76,3722
76,3858
76,4216
76,4225
76,4649
76,4903
76,4909
76,5022
76,5292
76,5442
76,5473
76,5769
76,6330
76,6483
76,6809
76,6872
76,6957
76,6985
76,7006
76,7064
76,7089
76,7303
76,7323
76,7334
76,7556
76,7764
76,7887
76,7994
76,8033
76,8075
76,8952
76,9782
76,9906
77,743
77,946
77,1362
77,1424
77,1714
77,3276
77,4666
77,5353
77,5404
77,7488
77,8198
77,8912
77,9207
77,9637
77,9994
78,272
78,327
78,678
78,870
78,980
78,1019
78,1540
78,2085
78,2091
78,2225
78,2249
78,2394
78,2405
78,2450
78,2790
78,3345
78,3561
78,3922
78,4144
78,4425
78,4590
78,4783
78,4866
78,5046
78,5107
78,5364
78,5407
78,5755
78,5906
78,5963
78,6017
78,6238
78,6355
78,6445
78,6739
78,7995
78,8296
78,8324
78,9495
78,9734
78,9910
78,9944
79,104
79,243
79,266
79,595
79,660
79,837
79,838
79,887
79,996
79,1001
79,1378
79,1382
79,1673
79,2038
79,2377
79,2959
79,3145
79,3146
79,3448
79,3972
79,4166
79,4241
79,4586
79,4588
79,4964
79,5402
79,5452
79,5758
79,5957
79,6170
79,6184
79,6345
79,6593
79,6618
79,6704
79,6740
79,6797
79,7256
79,7323
79,7363
79,7373
79,7407
79,7568
79,7641
79,8296
79,8315
79,8615
79,9084
79,9443
79,9444
79,9468
79,9670
79,9685
79,9690
79,9736
80,242
80,332
80,679
80,1004
80,1781
80,1849
80,1989
80,2107
80,2587
80,4595
80,6269
80,6940
80,7009
80,7738
80,7908
80,8120
80,8151
80,9435
80,9536
80,9698
80,9755
81,145
81,219
81,924
81,1516
81,1861
81,1913
81,2125
81,2613
81,3045
81,3201
81,3761
81,3797
81,4171
81,4648
81,5180
81,6079
81,6130
81,6333
81,6687
81,7445
81,8979
81,9048
81,9366
81,9875
82,89
82,243
82,388
82,510
82,787
82,944
82,1137
82,1501
82,1596
82,1703
82,1833
82,2143
82,2353
82,2401
82,2684
82,2961
82,3848
82,4076
82,4127
82,4182
82,4232
82,4271
82,4303
82,4673
82,4880
82,4906
82,5084
82,5693
82,5782
82,5799
82,5849
82,5853
82,6029
82,6062
82,6278
82,6301
82,6631
82,6726
82,6763
82,7058
82,7398
82,7515
82,7575
82,7626
82,7696
82,8265
82,8307
82,8446
82,8452
82,8514
82,8615
82,9054
82,9110
82,9562
82,9844
83,147
83,220
83,337
83,769
83,1059
83,1672
83,1737
83,1876
83,2418
83,2541
83,2640
83,2671
83,2949
83,3306
83,3367
83,3428
83,3574
83,3588
83,3691
83,3703
83,3724
83,3739
83,3984
83,4319
83,4469
83,4639
83,4750
83,4977
83,5219
83,5984
83,6216
83,6430
83,6458
83,6514
83,6593
83,6624
83,7227
83,7306
83,7536
83,7605
83,7666
83,7798
83,8009
83,8096
83,8289
83,8436
83,8488
83,8629
83,9361
83,9440
83,9742
83,9874
84,581
84,1562
84,2984
84,3826
85,199
85,254
85,613
85,940
85,1374
85,3488
85,3995
85,4051
85,4058
85,4971
85,5871
85,6542
85,6772
85,6783
85,6792
85,7475
85,7947
85,7993
85,8423
85,8737
85,8945
85,8997
85,9139
85,9334
85,9942
86,810
86,829
86,1010
86,1091
86,1145
86,1250
86,1875
86,1877
86,2640
86,3257
86,3260
86,3304
86,3499
86,3503
86,3529
86,3998
86,4307
86,4547
86,4565
86,4603
86,4764
86,4942
86,5012
86,5013
86,5080
86,5136
86,5143
86,5394
86,5610
86,5907
86,5999
86,6062
86,6162
86,6265
86,6674
86,6790
86,6899
86,6956
86,7047
86,7815
86,7982
86,8009
86,8121
86,8524
86,8542
86,8763
86,8806
86,8829
86,8983
86,9369
86,9425
86,9459
86,9470
86,9785
87,376
87,503
87,766
87,876
87,992
87,1071
87,1279
87,1947
87,1971
87,1988
87,2475
87,2733
87,3099
87,3152
87,3201
87,3258
87,3789
87,4452
87,4867
87,5181
87,5339
87,6080
87,6385
87,7415
87,7464
87,7784
87,7791
87,8205
87,8631
87,8880
87,8886
87,9170
87,9208
87,9214
87,9489
87,9519
87,9596
88,131
88,394
88,762
88,1215
88,1368
88,1649
88,1657
88,1776
88,2229
88,2345
88,2649
88,3049
88,3231
88,3705
88,3967
88,4549
88,4776
88,5165
88,5626
88,6289
88,6725
88,6891
88,7713
88,7781
88,7910
88,8007
88,8095
88,8536
88,9158
88,9391
89,356
89,635
89,742
89,1022
89,1284
89,1334
89,1488
89,1761
89,2319
89,2618
89,2779
89,2909
89,3376
89,3646
89,3885
89,4101
